id_dia,fecha,semana,id_area,riesgo_id,tipo_evento,criticidad,rol_id,tarea_id,id_evento,id_evento_compuesto,es_lunes_critico,descripcion_evento,evento_principal_ocurrido
38,12/18/2024,6,TME,R02,HAZARD,0.566752281,TME_ROL_05,TME_TA_015,,,,,
39,12/19/2024,6,MRA,R01,HAZARD,0.376964263,MRA_ROL_02,MRA_TA_021,,,,,
40,12/20/2024,6,MRA,R03,IMEN,0.162299058,MRA_ROL_07,MRA_TA_011,,,,,
40,12/20/2024,6,STM,R03,HAZARD,0.162299058,STM_ROL_08,STM_TA_012,,,,,
41,12/21/2024,6,PLC,R02,HAZARD,0.595065765,PLC_ROL_01,PLC_TA_005,,,,,
44,12/24/2024,7,PLC,R02,HAZARD,0.662200268,PLC_ROL_10,PLC_TA_013,,,,,
44,12/24/2024,7,STM,R02,HAZARD,0.662200268,STM_ROL_07,STM_TA_019,,,,,
45,12/25/2024,7,CHP,R02,HAZARD,0.584314392,CHP_ROL_05,CHP_TA_001,,,,,
45,12/25/2024,7,PLC,R02,HAZARD,0.584314392,PLC_ROL_05,PLC_TA_007,,,,,
45,12/25/2024,7,TME,R01,NMS,0.439007462,TME_ROL_03,TME_TA_003,,,,,
46,12/26/2024,7,MRA,R03,HAZARD,0.206907198,MRA_ROL_07,MRA_TA_019,,,,,
47,12/27/2024,7,CHP,R02,HAZARD,0.6063797,CHP_ROL_04,CHP_TA_020,,,,,
47,12/27/2024,7,PLC,R02,IMEN,0.6063797,PLC_ROL_03,PLC_TA_003,,,,,
47,12/27/2024,7,STM,R01,HAZARD,0.39833772,STM_ROL_01,STM_TA_010,,,,,
48,12/28/2024,7,TME,R02,HAZARD,0.651881953,TME_ROL_03,TME_TA_009,,,,,
49,12/29/2024,7,PLC,R03,NMS,0.166120642,PLC_ROL_07,PLC_TA_012,,,,,
49,12/29/2024,7,STM,R02,HAZARD,0.611818906,STM_ROL_02,STM_TA_015,,,,,
50,12/30/2024,8,MRA,R01,HAZARD,0.429258628,MRA_ROL_06,MRA_TA_020,,,,,
50,12/30/2024,8,PLC,R03,HAZARD,0.165473261,PLC_ROL_08,PLC_TA_012,,,,,
50,12/30/2024,8,STM,R02,NMS,0.732839004,STM_ROL_08,STM_TA_004,,,,,
51,12/31/2024,8,CHP,R02,HAZARD,0.673307781,CHP_ROL_07,CHP_TA_004,,,,,
51,12/31/2024,8,STM,R02,HAZARD,0.673307781,STM_ROL_08,STM_TA_008,,,,,
52,1/1/2025,8,MRA,R02,NMS,0.629528397,MRA_ROL_07,MRA_TA_009,,,,,
53,1/2/2025,8,MRA,R01,HAZARD,0.379739726,MRA_ROL_04,MRA_TA_008,,,,,
53,1/2/2025,8,TME,R02,HAZARD,0.674057176,TME_ROL_03,TME_TA_009,,,,,
54,1/3/2025,8,MRA,R02,HAZARD,0.72834904,MRA_ROL_03,MRA_TA_014,,,,,
54,1/3/2025,8,PLC,R03,HAZARD,0.199784508,PLC_ROL_08,PLC_TA_013,,,,,
54,1/3/2025,8,TME,R03,HAZARD,0.199784508,TME_ROL_04,TME_TA_002,,,,,
55,1/4/2025,8,CHP,R02,NMS,0.67586271,CHP_ROL_03,CHP_TA_003,,,,,
56,1/5/2025,8,PLC,R03,NMS,0.204864717,PLC_ROL_03,PLC_TA_016,,,,,
57,1/6/2025,9,MRA,R01,HAZARD,0.393430873,MRA_ROL_02,MRA_TA_012,,,,,
57,1/6/2025,9,TME,R03,HAZARD,0.181135062,TME_ROL_06,TME_TA_014,,,,,
58,1/7/2025,9,MRA,R01,HAZARD,0.437774933,MRA_ROL_02,MRA_TA_012,,,,,
59,1/8/2025,9,CHP,R02,HAZARD,0.69529083,CHP_ROL_07,CHP_TA_003,,,,,
59,1/8/2025,9,MRA,R03,HAZARD,0.167321624,MRA_ROL_05,MRA_TA_011,,,,,
59,1/8/2025,9,PLC,R02,HAZARD,0.69529083,PLC_ROL_10,PLC_TA_002,,,,,
59,1/8/2025,9,STM,R02,NMS,0.69529083,STM_ROL_06,STM_TA_019,,,,,
59,1/8/2025,9,TME,R02,HAZARD,0.69529083,TME_ROL_04,TME_TA_013,,,,,
60,1/9/2025,9,CHP,R02,HAZARD,0.753875721,CHP_ROL_09,CHP_TA_004,,,,,
60,1/9/2025,9,PLC,R01,HAZARD,0.405304848,PLC_ROL_04,PLC_TA_005,,,,,
60,1/9/2025,9,STM,R01,NMS,0.405304848,STM_ROL_04,STM_TA_013,,,,,
61,1/10/2025,9,MRA,R02,HAZARD,0.685154397,MRA_ROL_08,MRA_TA_014,,,,,
61,1/10/2025,9,STM,R02,HAZARD,0.685154397,STM_ROL_01,STM_TA_015,,,,,
62,1/11/2025,9,CHP,R02,NMS,0.716495988,CHP_ROL_08,CHP_TA_012,,,,,
62,1/11/2025,9,STM,R02,NMS,0.716495988,STM_ROL_06,STM_TA_006,,,,,
62,1/11/2025,9,TME,R02,HAZARD,0.716495988,TME_ROL_07,TME_TA_003,,,,,
63,1/12/2025,9,CHP,R01,HAZARD,0.435478476,CHP_ROL_02,CHP_TA_005,,,,,
63,1/12/2025,9,TME,R02,HAZARD,0.696367229,TME_ROL_02,TME_TA_006,,,,,
64,1/13/2025,10,CHP,R02,NMS,0.708404192,CHP_ROL_08,CHP_TA_003,,,,,
64,1/13/2025,10,PLC,R03,IMEN,0.196254732,PLC_ROL_11,PLC_TA_003,,,,,
64,1/13/2025,10,STM,R01,HAZARD,0.484159121,STM_ROL_08,STM_TA_015,,,,,
65,1/14/2025,10,STM,R02,HAZARD,0.758041254,STM_ROL_01,STM_TA_015,,,,,
66,1/15/2025,10,MRA,R02,HAZARD,0.71235234,MRA_ROL_04,MRA_TA_015,,,,,
66,1/15/2025,10,STM,R01,HAZARD,0.442534014,STM_ROL_02,STM_TA_018,,,,,
66,1/15/2025,10,TME,R02,IMEN,0.71235234,TME_ROL_06,TME_TA_002,,,,,
67,1/16/2025,10,CHP,R02,HAZARD,0.778063141,CHP_ROL_06,CHP_TA_010,,,,,
67,1/16/2025,10,STM,R01,NMS,0.483722088,STM_ROL_07,STM_TA_011,,,,,
68,1/17/2025,10,STM,R02,HAZARD,0.706204901,STM_ROL_02,STM_TA_017,,,,,
68,1/17/2025,10,TME,R02,HAZARD,0.706204901,TME_ROL_08,TME_TA_007,,,,,
69,1/18/2025,10,CHP,R02,HAZARD,0.756857906,CHP_ROL_03,CHP_TA_015,,,,,
69,1/18/2025,10,PLC,R02,HAZARD,0.756857906,PLC_ROL_08,PLC_TA_007,,,,,
70,1/19/2025,10,CHP,R02,NMS,0.791027969,CHP_ROL_09,CHP_TA_014,,,,,
70,1/19/2025,10,PLC,R01,HAZARD,0.458133625,PLC_ROL_09,PLC_TA_004,,,,,
71,1/20/2025,11,MRA,R01,HAZARD,0.509696149,MRA_ROL_03,MRA_TA_014,,,,,
71,1/20/2025,11,PLC,R03,HAZARD,0.191536594,PLC_ROL_12,PLC_TA_011,,,,,
71,1/20/2025,11,STM,R02,NMS,0.821339168,STM_ROL_02,STM_TA_012,,,,,
72,1/21/2025,11,MRA,R02,HAZARD,0.790933125,MRA_ROL_08,MRA_TA_005,,,,,
72,1/21/2025,11,STM,R02,HAZARD,0.790933125,STM_ROL_01,STM_TA_008,,,,,
72,1/21/2025,11,TME,R01,HAZARD,0.496260976,TME_ROL_03,TME_TA_014,,,,,
73,1/22/2025,11,CHP,R02,HAZARD,0.817434001,CHP_ROL_03,CHP_TA_010,,,,,
73,1/22/2025,11,TME,R03,NMS,0.160834521,TME_ROL_07,TME_TA_006,,,,,
74,1/23/2025,11,PLC,R02,NMS,0.829099997,PLC_ROL_01,PLC_TA_012,,,,,
75,1/24/2025,11,CHP,R03,HAZARD,0.205463772,CHP_ROL_08,CHP_TA_002,,,,,
75,1/24/2025,11,MRA,R02,HAZARD,0.772113758,MRA_ROL_08,MRA_TA_016,,,,,
75,1/24/2025,11,TME,R02,HAZARD,0.772113758,TME_ROL_01,TME_TA_011,,,,,
76,1/25/2025,11,CHP,R03,HAZARD,0.200672964,CHP_ROL_06,CHP_TA_014,,,,,
77,1/26/2025,11,CHP,R02,NMS,0.832693969,CHP_ROL_05,CHP_TA_010,,,,,
77,1/26/2025,11,MRA,R03,HAZARD,0.152220458,MRA_ROL_03,MRA_TA_018,,,,,
77,1/26/2025,11,TME,R03,HAZARD,0.152220458,TME_ROL_08,TME_TA_012,,,,,
78,1/27/2025,12,PLC,R03,HAZARD,0.157234013,PLC_ROL_03,PLC_TA_015,,,,,
78,1/27/2025,12,STM,R01,HAZARD,0.515031,STM_ROL_04,STM_TA_012,,,,,
79,1/28/2025,12,CHP,R02,NMS,0.856664013,CHP_ROL_05,CHP_TA_008,,,,,
79,1/28/2025,12,TME,R01,HAZARD,0.485637541,TME_ROL_07,TME_TA_004,,,,,
80,1/29/2025,12,STM,R02,HAZARD,0.842169182,STM_ROL_05,STM_TA_010,,,,,
81,1/30/2025,12,CHP,R02,HAZARD,0.893409337,CHP_ROL_08,CHP_TA_001,,,,,
82,1/31/2025,12,CHP,R02,HAZARD,0.876032951,CHP_ROL_02,CHP_TA_015,,,,,
82,1/31/2025,12,STM,R02,HAZARD,0.876032951,STM_ROL_02,STM_TA_017,,,,,
82,1/31/2025,12,TME,R03,HAZARD,0.186951791,TME_ROL_03,TME_TA_005,,,,,
83,2/1/2025,12,CHP,R03,NMS,0.206344062,CHP_ROL_09,CHP_TA_009,,,,,
84,2/2/2025,12,CHP,R03,HAZARD,0.174115855,CHP_ROL_05,CHP_TA_007,,,,,
84,2/2/2025,12,STM,R02,HAZARD,0.886695129,STM_ROL_05,STM_TA_016,,,,,
-1,2/3/2025,13,MRA,,NMS_COMPUESTO,0.886695129,,,LC_EVT_00,,TRUE,"Durante una inspección rutinaria en un andamio móvil, un trabajador perdió el equilibrio y simultáneamente se le cayó una llave desde altura. El arnés detuvo la caída y la herramienta no impactó a nadie.",Pérdida de equilibrio en andamio que activa caída detenida (R01) y caída de objeto (R02).
-1,2/3/2025,13,MRA,R01,NMS,0.479497046,MRA_ROL_08,MRA_TA_003,LC_EVT_01,LC_EVT_00,TRUE,Caída detenida por arnés al perder equilibrio en el andamio.,Caída detenida.
-1,2/3/2025,13,MRA,R02,NMS,0.886695129,MRA_ROL_01,MRA_TA_006,LC_EVT_02,LC_EVT_00,TRUE,Caída de herramienta desde el andamio sin impacto en personas.,Caída de objeto.
