id_observacion,fecha,semana,dia_semana,turno,id_area,id_rol,tipo_observacion,descripcion_observacion,accion_inmediata
OBS_000072,12/1/2024,3,Domingo,T1D,CHP,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000073,12/1/2024,3,Domingo,T2N,CHP,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000074,12/1/2024,3,Domingo,T1D,TME,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000075,12/1/2024,3,Domingo,T1D,MRA,STM_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000076,12/1/2024,3,Domingo,T1D,MRA,PLC_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000077,12/2/2024,4,Lunes,T1D,MRA,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000078,12/2/2024,4,Lunes,T1D,STM,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000079,12/2/2024,4,Lunes,T2N,CHP,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000080,12/2/2024,4,Lunes,T1D,CHP,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000081,12/3/2024,4,Martes,T1D,STM,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000082,12/3/2024,4,Martes,T2N,TME,STM_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000083,12/3/2024,4,Martes,T2N,CHP,CHP_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000084,12/4/2024,4,Miércoles,T2N,CHP,MRA_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000085,12/4/2024,4,Miércoles,T1D,TME,MRA_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000086,12/5/2024,4,Jueves,T1D,PLC,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000087,12/5/2024,4,Jueves,T1D,MRA,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000088,12/5/2024,4,Jueves,T1D,CHP,MRA_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000089,12/5/2024,4,Jueves,T1D,CHP,STM_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000090,12/6/2024,4,Viernes,T1D,PLC,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000091,12/6/2024,4,Viernes,T1D,PLC,MRA_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000092,12/6/2024,4,Viernes,T2N,PLC,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000093,12/7/2024,4,Sábado,T2N,TME,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000094,12/7/2024,4,Sábado,T2N,CHP,TME_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000095,12/7/2024,4,Sábado,T2N,CHP,TME_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000096,12/8/2024,4,Domingo,T2N,TME,MRA_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000097,12/8/2024,4,Domingo,T1D,STM,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000098,12/9/2024,5,Lunes,T1D,MRA,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000099,12/9/2024,5,Lunes,T1D,PLC,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000100,12/9/2024,5,Lunes,T1D,TME,MRA_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000101,12/9/2024,5,Lunes,T1D,TME,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000102,12/9/2024,5,Lunes,T1D,STM,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000103,12/9/2024,5,Lunes,T2N,PLC,PLC_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000104,12/10/2024,5,Martes,T1D,PLC,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000105,12/10/2024,5,Martes,T1D,CHP,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000106,12/10/2024,5,Martes,T1D,MRA,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000107,12/10/2024,5,Martes,T1D,TME,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000108,12/11/2024,5,Miércoles,T1D,TME,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000109,12/11/2024,5,Miércoles,T2N,PLC,STM_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000110,12/12/2024,5,Jueves,T2N,MRA,MRA_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000111,12/13/2024,5,Viernes,T2N,TME,MRA_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000112,12/13/2024,5,Viernes,T1D,TME,CHP_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000113,12/13/2024,5,Viernes,T2N,CHP,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000114,12/13/2024,5,Viernes,T2N,PLC,MRA_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000115,12/13/2024,5,Viernes,T1D,MRA,CHP_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000116,12/14/2024,5,Sábado,T1D,TME,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000117,12/14/2024,5,Sábado,T1D,STM,CHP_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000118,12/14/2024,5,Sábado,T1D,TME,TME_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000119,12/14/2024,5,Sábado,T1D,TME,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000120,12/14/2024,5,Sábado,T1D,MRA,TME_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000121,12/15/2024,5,Domingo,T2N,PLC,CHP_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000122,12/15/2024,5,Domingo,T1D,CHP,CHP_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000123,12/15/2024,5,Domingo,T2N,MRA,CHP_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000124,12/15/2024,5,Domingo,T2N,STM,CHP_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000125,12/15/2024,5,Domingo,T2N,CHP,MRA_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000126,12/16/2024,6,Lunes,T2N,MRA,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000127,12/16/2024,6,Lunes,T1D,CHP,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000128,12/16/2024,6,Lunes,T2N,TME,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000129,12/16/2024,6,Lunes,T1D,MRA,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000130,12/16/2024,6,Lunes,T2N,TME,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000131,12/16/2024,6,Lunes,T1D,TME,TME_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000132,12/17/2024,6,Martes,T2N,PLC,TME_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000133,12/17/2024,6,Martes,T1D,MRA,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000134,12/18/2024,6,Miércoles,T1D,PLC,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000135,12/19/2024,6,Jueves,T1D,MRA,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000136,12/19/2024,6,Jueves,T2N,TME,TME_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000137,12/19/2024,6,Jueves,T2N,PLC,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000138,12/19/2024,6,Jueves,T1D,STM,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000139,12/19/2024,6,Jueves,T1D,TME,MRA_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000140,12/20/2024,6,Viernes,T2N,MRA,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000141,12/20/2024,6,Viernes,T1D,TME,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000142,12/20/2024,6,Viernes,T1D,TME,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000143,12/20/2024,6,Viernes,T2N,MRA,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000144,12/20/2024,6,Viernes,T2N,STM,TME_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000145,12/20/2024,6,Viernes,T2N,TME,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000146,12/21/2024,6,Sábado,T1D,CHP,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000147,12/21/2024,6,Sábado,T2N,CHP,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000148,12/21/2024,6,Sábado,T2N,STM,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000149,12/21/2024,6,Sábado,T1D,TME,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000150,12/21/2024,6,Sábado,T1D,STM,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000151,12/21/2024,6,Sábado,T2N,STM,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000152,12/21/2024,6,Sábado,T2N,CHP,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000153,12/21/2024,6,Sábado,T2N,CHP,MRA_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000154,12/22/2024,6,Domingo,T2N,PLC,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000155,12/22/2024,6,Domingo,T2N,MRA,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000156,12/22/2024,6,Domingo,T2N,CHP,CHP_ROL_02,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000157,12/23/2024,7,Lunes,T1D,MRA,MRA_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000158,12/23/2024,7,Lunes,T1D,STM,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000159,12/23/2024,7,Lunes,T1D,STM,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000160,12/23/2024,7,Lunes,T1D,STM,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000161,12/23/2024,7,Lunes,T2N,CHP,CHP_ROL_01,OCC,Observación sintética tipo Observación de Condición Crítica,Acción sintética registrada.
OBS_000162,12/24/2024,7,Martes,T1D,MRA,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000163,12/24/2024,7,Martes,T1D,CHP,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000164,12/24/2024,7,Martes,T2N,MRA,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000165,12/24/2024,7,Martes,T1D,MRA,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000166,12/24/2024,7,Martes,T1D,STM,PLC_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000167,12/24/2024,7,Martes,T2N,STM,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000168,12/24/2024,7,Martes,T2N,PLC,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000169,12/25/2024,7,Miércoles,T1D,STM,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000170,12/25/2024,7,Miércoles,T2N,CHP,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000171,12/25/2024,7,Miércoles,T2N,CHP,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000172,12/25/2024,7,Miércoles,T2N,MRA,TME_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000173,12/25/2024,7,Miércoles,T1D,TME,TME_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000174,12/25/2024,7,Miércoles,T2N,PLC,MRA_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000175,12/26/2024,7,Jueves,T1D,CHP,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000176,12/26/2024,7,Jueves,T2N,CHP,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000177,12/26/2024,7,Jueves,T1D,STM,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000178,12/26/2024,7,Jueves,T2N,PLC,STM_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000179,12/26/2024,7,Jueves,T2N,MRA,CHP_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000180,12/26/2024,7,Jueves,T2N,STM,PLC_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000181,12/26/2024,7,Jueves,T1D,PLC,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000182,12/26/2024,7,Jueves,T2N,MRA,TME_ROL_02,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
OBS_000183,12/26/2024,7,Jueves,T2N,STM,STM_ROL_01,OPG,Observación sintética tipo Observación Preventiva de Gestión,Acción sintética registrada.
